PSP#,DA#,DSP#,CollectDate,SubmitDate,County,Waterbody,Org,Cert#,SiteName,Subsite,SiteID,MonitoringType,SampleType,ShellShucked,FreshFrozen,Species,ReceiveDate,PSPTissue,PSP Result,PSP Date,DomoicTissue,Domoic Result,Domoic Date,DSPTissue,DSP Result,DSP Date
202000652,202000496,202000545,5/13/20,5/14/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,5/14/20,Whole,NTD,5/14/20,Whole,NTD,5/15/20,Whole,NTD,5/15/20
202000661,202000503,202000552,5/14/20,5/15/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area E,,PAPO0E1,Monitoring,Sport,In Shell,Fresh,Razor Clam,5/15/20,Meat,NTD,5/15/20,Meat,1,5/18/20,Meat,NTD,5/18/20
202000660,202000502,202000551,5/14/20,5/15/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,5/15/20,Meat,NTD,5/15/20,Meat,1,5/18/20,Meat,NTD,5/18/20
202000684,202000516,202000566,5/19/20,5/20/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/20/20,Meat,NTD,5/20/20,Meat,2,5/21/20,Meat,NTD,5/21/20
202000754,202000572,202000626,5/26/20,5/28/20,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,5/28/20,Whole,NTD,5/28/20,Whole,NTD,5/29/20,Whole,<1,5/29/20
202000752,202000570,202000624,5/26/20,5/28/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,5/28/20,Whole,NTD,5/28/20,Whole,NTD,5/29/20,Whole,<1,5/29/20
202000778,202000590,202000646,5/27/20,5/28/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,5/28/20,Whole,NTD,5/28/20,Whole,NTD,5/29/20,Whole,<1,5/29/20
202000804,202000606,202000663,6/1/20,6/3/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/3/20,Meat,NTD,6/3/20,Meat,2,6/4/20,Meat,NTD,6/5/20
202000902,202000685,202000748,6/9/20,6/11/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,6/11/20,Whole,NTD,6/11/20,Whole,NTD,6/12/20,Whole,1,6/12/20
202000899,202000682,202000745,6/9/20,6/11/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,6/11/20,Whole,NoTest,6/11/20,Whole,NTD,6/12/20,Whole,<1,6/12/20
202000903,202000686,202000749,6/10/20,6/11/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,6/11/20,Whole,NTD,6/11/20,Whole,NTD,6/12/20,Whole,1,6/12/20
202001035,202000767,202000840,6/23/20,6/25/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,6/25/20,Whole,NTD,6/25/20,Whole,NTD,6/26/20,Whole,NTD,6/26/20
202001034,202000766,202000839,6/23/20,6/25/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,6/25/20,Whole,NTD,6/25/20,Whole,NTD,6/26/20,Whole,<1,6/26/20
202001036,202000768,202000841,6/24/20,6/25/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,6/25/20,Whole,NTD,6/25/20,Whole,NTD,6/26/20,Whole,NTD,6/26/20
202001098,202000810,202000890,6/30/20,7/1/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,7/1/20,Meat,NTD,7/1/20,Meat,2,7/2/20,Meat,NTD,7/2/20
202001146,202000846,202000927,7/6/20,7/7/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,7/7/20,Whole,69,7/7/20,Whole,NTD,7/8/20,Whole,3,7/8/20
202001191,202000872,202000956,7/8/20,7/9/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,7/9/20,Whole,NTD,7/9/20,Whole,NTD,7/10/20,Whole,NTD,7/10/20
202001203,202000880,202000967,7/9/20,7/10/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,7/10/20,Whole,NTD,7/10/20,Whole,NTD,7/14/20,Whole,NTD,7/14/20
202001219,202000887,202000976,7/13/20,7/14/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,7/14/20,Meat,NTD,7/14/20,Meat,2,7/15/20,Meat,NTD,7/17/20
202001245,202000908,202000998,7/14/20,7/16/20,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,7/16/20,Whole,<38,7/16/20,Whole,NTD,7/17/20,Whole,NTD,7/21/20
202001241,202000904,202000994,7/14/20,7/16/20,Pacific,Willapa Bay,Department of Health,DOH,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,7/16/20,Whole,NTD,7/16/20,Whole,NTD,7/17/20,Whole,NTD,7/21/20
202001333,202000971,202001065,7/21/20,7/23/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,7/23/20,Whole,NTD,7/23/20,Whole,NTD,7/24/20,Whole,1,7/24/20
202001332,202000970,202001064,7/21/20,7/23/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,7/23/20,Whole,NTD,7/23/20,Whole,NTD,7/24/20,Whole,2,7/24/20
202001334,202000972,202001066,7/22/20,7/23/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,7/23/20,Whole,NTD,7/23/20,Whole,NTD,7/24/20,Whole,1,7/24/20
202001500,202001057,202001166,8/3/20,8/5/20,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,8/5/20,Whole,NTD,8/5/20,Whole,NTD,8/6/20,Whole,1,8/6/20
202001499,202001056,202001165,8/4/20,8/5/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,8/5/20,Whole,NTD,8/5/20,Whole,NTD,8/6/20,Whole,<1,8/6/20
202001618,202001137,202001252,8/12/20,8/13/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,8/13/20,Whole,NTD,8/13/20,Whole,NTD,8/14/20,Whole,NTD,8/14/20
202001709,202001185,202001303,8/18/20,8/20/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,8/20/20,Whole,NTD,8/20/20,Whole,NTD,8/21/20,Whole,<1,8/21/20
202001707,202001183,202001301,8/18/20,8/20/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,8/20/20,Whole,NTD,8/20/20,Whole,NTD,8/21/20,Whole,1,8/21/20
202001729,202001195,202001313,8/20/20,8/21/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,8/21/20,Meat,NTD,8/21/20,Meat,5,8/24/20,Meat,NTD,8/24/20
202001728,202001194,202001312,8/20/20,8/21/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area E,,PAPO0E1,Monitoring,Sport,In Shell,Fresh,Razor Clam,8/21/20,Meat,NTD,8/21/20,Meat,1,8/24/20,Meat,NTD,8/24/20
202001812,202001250,202001370,8/26/20,8/27/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,8/27/20,Whole,NTD,8/27/20,Whole,NTD,8/28/20,Whole,NTD,8/28/20
202001935,202001311,202001438,9/1/20,9/3/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area XA,,PAPOXA1,Monitoring,Sport,In Shell,Fresh,Razor Clam,9/3/20,Meat,NTD,9/3/20,Meat,1,9/4/20,Meat,NTD,9/4/20
202001937,202001313,202001440,9/1/20,9/3/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,9/3/20,Whole,NTD,9/3/20,Whole,NTD,9/4/20,Whole,1,9/4/20
202001928,202001308,202001435,9/2/20,9/3/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,9/3/20,Meat,NTD,9/3/20,Meat,2,9/4/20,Meat,NTD,9/4/20
202001936,202001312,202001439,9/2/20,9/3/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,9/3/20,Whole,NTD,9/3/20,Whole,NTD,9/4/20,Whole,NTD,9/4/20
202002011,202001357,202001484,9/9/20,9/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area E,,PAPO0E1,Monitoring,Sport,In Shell,Fresh,Razor Clam,9/10/20,Meat,NTD,9/10/20,Meat,5,9/11/20,Meat,NTD,9/11/20
202002014,202001360,202001487,9/10/20,9/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,9/10/20,Meat,NTD,9/10/20,Meat,5,9/11/20,Meat,NTD,9/11/20
202002048,202001379,202001507,9/10/20,9/11/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,9/11/20,Whole,NTD,9/11/20,Whole,NTD,9/14/20,Whole,<1,9/14/20
202002113,202001420,202001553,9/15/20,9/17/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,9/17/20,Whole,NTD,9/17/20,Whole,NTD,9/18/20,Whole,<1,9/18/20
202002126,202001428,202001562,9/16/20,9/17/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,9/17/20,Whole,NTD,9/17/20,Whole,NTD,9/18/20,Whole,NTD,9/18/20
202002111,202001418,202001551,9/16/20,9/17/20,Pacific,Willapa Bay,Department of Health,DOH,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,9/17/20,Whole,NTD,9/17/20,Whole,NTD,9/18/20,Whole,NTD,9/18/20
202002177,202001456,202001591,9/21/20,9/22/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,9/22/20,Meat,NTD,9/22/20,Meat,4,9/23/20,Meat,NTD,9/23/20
202002174,202001453,202001588,9/21/20,9/22/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area E,,PAPO0E1,Monitoring,Sport,In Shell,Fresh,Razor Clam,9/22/20,Meat,NTD,9/22/20,Meat,3,9/23/20,Meat,NTD,9/23/20
202002272,202001522,202001660,9/28/20,9/30/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,9/30/20,Whole,NTD,9/30/20,Whole,NTD,10/1/20,Whole,<1,10/1/20
202002271,202001521,202001659,9/28/20,9/30/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,9/30/20,Whole,NTD,9/30/20,Whole,NTD,10/1/20,Whole,1,10/1/20
202002357,202001591,202001732,10/8/20,10/9/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,10/9/20,Meat,NTD,10/9/20,Meat,4,10/12/20,Meat,NTD,10/12/20
202002354,202001588,202001729,10/8/20,10/9/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area E,,PAPO0E1,Monitoring,Sport,In Shell,Fresh,Razor Clam,10/9/20,Meat,NTD,10/9/20,Meat,1,10/12/20,Meat,NTD,10/12/20
202002416,202001637,202001779,10/12/20,10/15/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,10/15/20,Whole,NTD,10/15/20,Whole,NTD,10/16/20,Whole,<1,10/16/20
202002424,202001644,202001786,10/14/20,10/15/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,10/15/20,Whole,NTD,10/15/20,Whole,NTD,10/16/20,Whole,<1,10/16/20
202002487,202001693,,10/21/20,10/23/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach,Area XB PAPOXB1,PAPO001,Monitoring,Sport,Shucked,Fresh,Razor Clam,10/23/20,Meat,NoTest,10/23/20,Meat,16,10/23/20,,,
202002486,202001692,,10/21/20,10/23/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,Shucked,Fresh,Razor Clam,10/23/20,Meat,NoTest,10/23/20,Meat,13,10/23/20,,,
202002492,202001697,202001841,10/22/20,10/23/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,10/23/20,Meat,NTD,10/23/20,Meat,11,10/26/20,Meat,NTD,10/26/20
202002491,202001696,202001840,10/22/20,10/23/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,10/23/20,Meat,NTD,10/23/20,Meat,9,10/26/20,Meat,NTD,10/26/20
202002490,202001695,202001839,10/22/20,10/23/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach,Area XB,PAPO001,Monitoring,Sport,In Shell,Fresh,Razor Clam,10/23/20,Meat,NTD,10/23/20,Meat,15,10/26/20,Meat,NTD,10/26/20
202002489,202001694,202001838,10/22/20,10/23/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area E,,PAPO0E1,Monitoring,Sport,In Shell,Fresh,Razor Clam,10/23/20,Meat,NTD,10/23/20,Meat,29,10/26/20,Meat,NTD,10/26/20
202002536,202001734,202001879,10/27/20,10/29/20,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,10/29/20,Whole,NTD,10/29/20,Whole,1,10/30/20,Whole,1,10/30/20
202002533,202001731,202001876,10/27/20,10/29/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,10/29/20,Whole,NTD,10/29/20,Whole,<1,10/30/20,Whole,<1,10/30/20
202002564,202001760,202001905,11/1/20,11/2/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,11/2/20,Meat,NTD,11/2/20,Meat,83,11/3/20,Meat,NTD,11/3/20
202002561,202001757,202001902,11/1/20,11/2/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area XA,,PAPOXA1,Monitoring,Sport,In Shell,Fresh,Razor Clam,11/2/20,Meat,NTD,11/2/20,Meat,60,11/3/20,Meat,NTD,11/3/20
202002560,202001756,202001901,11/1/20,11/2/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area OY,,PAPOOY1,Monitoring,Sport,In Shell,Fresh,Razor Clam,11/2/20,Meat,NTD,11/2/20,Meat,60,11/3/20,Meat,NTD,11/3/20
202002559,202001755,202001900,11/1/20,11/2/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area E,,PAPO0E1,Monitoring,Sport,In Shell,Fresh,Razor Clam,11/2/20,Meat,NTD,11/2/20,Meat,57,11/3/20,Meat,NTD,11/3/20
202002558,202001754,202001899,11/1/20,11/2/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area A,,PAPO0A1,Monitoring,Sport,In Shell,Fresh,Razor Clam,11/2/20,Meat,NTD,11/2/20,Meat,59,11/3/20,Meat,NTD,11/3/20
202002592,202001779,202001926,11/2/20,11/5/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,11/5/20,Whole,NTD,11/6/20,Whole,4,11/5/20,Whole,1,11/6/20
202002589,202001777,202001923,11/3/20,11/4/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,11/4/20,Whole,NTD,11/9/20,Whole,2,11/5/20,Whole,NTD,11/5/20
202002639,202001834,202001947,11/7/20,11/10/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Stony Point,SP 501,PAWB011,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,11/10/20,Whole,NoTest,11/10/20,Whole,1,11/12/20,Whole,No Test,11/10/20
202002638,202001833,202001946,11/8/20,11/10/20,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,WN205,PAWB002,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,11/10/20,Whole,NoTest,11/10/20,Whole,<1,11/12/20,Whole,No Test,11/10/20
202002627,202001808,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Westport Test (15 Fathom) Grayland,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,4,11/12/20,,,
202002626,202001807,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Westport Test (15 Fathom) Outside Willapa,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,3,11/12/20,,,
202002625,202001806,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Westport Test (15 Fathom) Buoy 3,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,10,11/12/20,,,
202002624,202001805,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Westport Test (15 Fathom) Buoy 3,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,14,11/12/20,,,
202002623,202001804,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Westport Test (15 Fathom) Grayland,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,8,11/12/20,,,
202002620,202001801,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Westport Test (15 Fathom) Outside Willapa,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,5,11/12/20,,,
202002615,202001796,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Long Beach Peninsula (15 Fathoms) Seaview,PAPO056,Monitoring,Commercial,In Shell,Fresh,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,1,11/12/20,,,
202002614,202001795,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Long Beach Peninsula (15 Fathoms) Peacock spit,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,1,11/12/20,,,
202002613,202001794,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Long Beach Peninsula (15 Fathoms) Seaview,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,3,11/12/20,,,
202002612,202001793,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Long Beach Peninsula (15 Fathoms) Cranberry,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,5,11/12/20,,,
202002611,202001792,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Long Beach Peninsula (15 Fathoms) Cranberry,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,5,11/12/20,,,
202002610,202001791,,11/9/20,11/10/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Cape Disappointment/Pt Brown,Long Beach Peninsula (15 Fathoms) Peacock Spit,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,2,11/12/20,,,
202002667,202001847,,11/9/20,11/12/20,Pacific,Willapa Bay,Coast Seafoods Company,6,Stony Point,,PAWB011,Supplemental,Commercial,In Shell,Fresh,Manila Clam,11/12/20,Whole,NoTest,11/12/20,Whole,<1,11/13/20,,,
202002630,202001811,202001938,11/9/20,11/10/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,11/10/20,Whole,NTD,11/10/20,Whole,<1,11/12/20,Whole,1,11/12/20
202002622,202001803,,11/9/20,11/10/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Bay,Inside Willapa- Ledbetter point,PAWB000,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,6,11/12/20,,,
202002621,202001802,,11/9/20,11/10/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Bay,Inside Willapa-Ledbetter Point,PAWB000,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,2,11/12/20,,,
202002619,202001800,,11/9/20,11/10/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Bay,Inside Willapa-Ledbetter point,PAWB000,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,7,11/12/20,,,
202002618,202001799,,11/9/20,11/10/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Bay,Inside Willapa-Ledbetter point,PAWB000,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,4,11/12/20,,,
202002617,202001798,,11/9/20,11/10/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Bay,Inside Willapa-Ledbetter point,PAWB000,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,4,11/12/20,,,
202002616,202001797,,11/9/20,11/10/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Bay,Inside Willapa-Ledbetter point,PAWB000,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,11/10/20,Gut,NoTest,11/10/20,Gut,3,11/12/20,,,
202002668,202001848,,11/10/20,11/12/20,Pacific,Willapa Bay,Coast Seafoods Company,6,Tokeland Area,,PAWB004,Supplemental,Commercial,In Shell,Fresh,Pacific Oyster,11/12/20,Whole,NoTest,11/12/20,Whole,NTD,11/13/20,,,
202002662,202001842,202001970,11/10/20,11/12/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,11/12/20,Whole,NTD,11/12/20,Whole,<1,11/13/20,Whole,<1,11/13/20
202002670,,,11/12/20,11/13/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Nemah Area,,PAWB04A,Supplemental,Sport,In Shell,Fresh,Manila Clam,11/13/20,Whole,NTD,11/13/20,,,,,,
202002681,202001856,202001983,11/16/20,11/17/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,11/17/20,Meat,NTD,11/17/20,Meat,46,11/18/20,Meat,NTD,11/18/20
202002679,202001854,202001981,11/16/20,11/17/20,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area E,,PAPO0E1,Monitoring,Sport,In Shell,Fresh,Razor Clam,11/17/20,Meat,NTD,11/17/20,Meat,62,11/18/20,Meat,NTD,11/18/20
202002677,202001852,202001979,11/16/20,11/17/20,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,11/17/20,Whole,NTD,11/17/20,Whole,NTD,11/18/20,Whole,<1,11/18/20
202002703,202001872,202001999,11/18/20,11/19/20,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,11/19/20,Whole,NTD,11/20/20,Whole,NTD,11/23/20,Whole,<1,11/23/20
202002739,202001902,202002024,11/23/20,11/25/20,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,11/25/20,Whole,38,11/25/20,Whole,NTD,11/30/20,Whole,2,11/30/20
